Nomenclator de Galicia. Ano 2017;;;;;;;;;;
Recuperados 382 rexistros;;;;;;;;;;
;;;;;;;;;;
PRO;CON;EC;ES;NUC;PROVINCIA;CONCELLO;NOME;TOTAL;HOMES;MULLERES
36;24;43;4;0;PONTEVEDRA;LALÍN;LUDEIRO;39;18;21
36;24;43;5;0;PONTEVEDRA;LALÍN;O PAZO;15;4;11
36;24;43;6;0;PONTEVEDRA;LALÍN;SOUTOLONGO DE ABAIXO;14;7;7
36;24;43;7;0;PONTEVEDRA;LALÍN;VILAR;51;22;29
36;24;43;8;0;PONTEVEDRA;LALÍN;VIÑOA;19;9;10
36;24;43;9;0;PONTEVEDRA;LALÍN;VISTA ALEGRE;79;36;43
36;24;44;0;0;PONTEVEDRA;LALÍN;VAL DO CARRIO (SANTO ANDRÉ);52;30;22
36;24;44;1;0;PONTEVEDRA;LALÍN;ABONXO;14;7;7
36;24;44;2;0;PONTEVEDRA;LALÍN;O CARRIO;16;11;5
36;24;44;3;0;PONTEVEDRA;LALÍN;VAL;22;12;10
36;24;45;0;0;PONTEVEDRA;LALÍN;A VEIGA (SAN RAMÓN);78;40;38
36;24;45;1;0;PONTEVEDRA;LALÍN;CARBALLEDA;49;24;25
36;24;45;2;0;PONTEVEDRA;LALÍN;A PONTE DA VEIGA;10;5;5
36;24;45;4;0;PONTEVEDRA;LALÍN;A VEIGA;19;11;8
36;24;46;0;0;PONTEVEDRA;LALÍN;VILANOVA (SAN XOÁN);174;88;86
36;24;46;1;0;PONTEVEDRA;LALÍN;A ABELEDA;12;6;6
36;24;46;2;0;PONTEVEDRA;LALÍN;O BARREIRO;42;20;22
36;24;46;3;0;PONTEVEDRA;LALÍN;A CANDA;16;8;8
36;24;46;4;0;PONTEVEDRA;LALÍN;CORRIGATOS;19;11;8
36;24;46;5;0;PONTEVEDRA;LALÍN;COSTOIA;20;9;11
36;24;46;6;0;PONTEVEDRA;LALÍN;O CRUCEIRO;6;3;3
36;24;46;7;0;PONTEVEDRA;LALÍN;MOURISCADE;0;0;0
36;24;46;8;0;PONTEVEDRA;LALÍN;OS MUÍÑOS;28;14;14
36;24;46;9;0;PONTEVEDRA;LALÍN;SAN TOMÉ;14;8;6
36;24;46;10;0;PONTEVEDRA;LALÍN;VILAR DE MONTES;8;4;4
36;24;46;11;0;PONTEVEDRA;LALÍN;VILANOVA;9;5;4
36;24;47;0;0;PONTEVEDRA;LALÍN;VILATUXE (SAN LOURENZO);533;253;280
36;24;47;1;0;PONTEVEDRA;LALÍN;AFONSÍN;4;2;2
36;24;47;2;0;PONTEVEDRA;LALÍN;A BALAGOSA;14;8;6
36;24;47;3;0;PONTEVEDRA;LALÍN;BARCIELA;37;17;20
36;24;47;4;0;PONTEVEDRA;LALÍN;BUSTELOS;24;10;14
36;24;47;5;0;PONTEVEDRA;LALÍN;OS CARBALLIÑOS;61;31;30
36;24;47;7;0;PONTEVEDRA;LALÍN;CASTRO DE ARRIBA;50;24;26
36;24;47;8;0;PONTEVEDRA;LALÍN;GONDORIZ GRANDE;41;21;20
36;24;47;9;0;PONTEVEDRA;LALÍN;GONDORIZ PEQUENO;14;4;10
36;24;47;10;0;PONTEVEDRA;LALÍN;LODEIRÓN;55;34;21
36;24;47;11;0;PONTEVEDRA;LALÍN;MOA;22;8;14
36;24;47;12;0;PONTEVEDRA;LALÍN;O OUTEIRO;4;3;1
36;24;47;13;0;PONTEVEDRA;LALÍN;PIÑOI;0;0;0
36;24;47;14;0;PONTEVEDRA;LALÍN;A SABORIDA;23;12;11
36;24;47;15;0;PONTEVEDRA;LALÍN;SAN LOURENZO;12;5;7
36;24;47;16;0;PONTEVEDRA;LALÍN;A TORRE;9;4;5
36;24;47;17;0;PONTEVEDRA;LALÍN;A VARELA;16;3;13
36;24;47;18;0;PONTEVEDRA;LALÍN;VILATUXE;147;67;80
36;24;48;0;0;PONTEVEDRA;LALÍN;ZOBRA (SANTA MARIÑA);115;60;55
36;24;48;1;0;PONTEVEDRA;LALÍN;ACEVEDO;23;14;9
36;24;48;2;0;PONTEVEDRA;LALÍN;AMEIXEDO;10;7;3
36;24;48;3;0;PONTEVEDRA;LALÍN;CABANA;2;1;1
36;24;48;4;0;PONTEVEDRA;LALÍN;CHEDAS;1;1;0
36;24;48;5;0;PONTEVEDRA;LALÍN;LIÑEIRAS;6;2;4
36;24;48;6;0;PONTEVEDRA;LALÍN;PORTELA;8;3;5
36;24;48;7;0;PONTEVEDRA;LALÍN;PORTO MARTÍN;6;2;4
36;24;48;8;0;PONTEVEDRA;LALÍN;A TRIGUEIRA;8;5;3
36;24;48;9;0;PONTEVEDRA;LALÍN;ZOBRA;51;25;26
;;;;;;;;;;
Fonte: INE. Padrón municipal de habitantes. Explotación estadística y nomenclátor;;;;;;;;;;
;;;;;;;;;;
(..) Dato non dispoñible;;;;;;;;;;
(-) Non procede;;;;;;;;;;
(X) Segredo estatístico;;;;;;;;;;
